JOURNAL ID,NAME,YEARS CURRENTLY COVERED BY SCOPUS,PUBLISHER,ISSN,SUBJECT AREA,SOURCE TYPE,TIMESTAMP,CITESCORES,PERCENTILES IN CATEGORY,CITESCORE,SJR,SNIP,E-ISSN
27569,Renewable Energy,from 1991 to 2025,Elsevier,960.1481,Energy: Renewable Energy; Sustainability and the Environment,Journal,1/26/2025 6:49,,,18.4,1.923,1.934,
26983,Journal of Thermal Analysis and Calorimetry,1995; from 1997 to 2025,Springer Nature,1388.615,Dentistry: General DentistryPhysics and Astronomy: Condensed Matter PhysicsChemistry: Physical and Theoretical Chemistry,Journal,1/26/2025 6:49,2019:4.3;2020:5.1;2021:7.4;2022:9.1;2023:8.5,2022:95;2023:95,,,,
21100829268,Applied Sciences (Switzerland,from 2011 to 2024,Multidisciplinary Digital Publishing Institute (MDPI,,Engineering: General EngineeringPhysics and Astronomy: InstrumentationChemical Engineering: Fluid Flow and Transfer ProcessesComputer Science: Computer Science ApplicationsMaterials Science: General Materials ScienceView all,Journal,1/26/2025 6:50,,,,,,2076.3417
25181,Electrochimica Acta,from 1959 to 2025,Elsevier,13.4686,Chemical Engineering: General Chemical EngineeringChemistry: Electrochemistry,Journal,1/26/2025 6:50,,,,,,
4500151514,"Energy Sources, Part A: Recovery, Utilization and Environmental Effects",from 2006 to 2025,Taylor & Francis,1556.7036,Energy: Nuclear Energy and EngineeringEnergy: Energy Engineering and Power TechnologyEnergy: Fuel TechnologyEnergy: Renewable Energy; Sustainability and the Environment,Journal,1/26/2025 6:50,,,4.4,0.517,0.734,
21100780798,"International Journal of Engineering, Transactions B: Applications",from 2004 to 2025,Materials and Energy Research Center,1728-144X,Engineering: General Engineering,Journal,1/26/2025 6:50,,2019:47;2020:50;2021:51;2022:57;2023:63,,,,
12888,Chinese Journal of Chemical Engineering,from 1993 to 2025,Materials China,1004.9541,Chemistry: General ChemistryChemical Engineering: General Chemical EngineeringEnvironmental Science: Environmental EngineeringBiochemistry; Genetics and Molecular Biology: Biochemistry,Journal,1/26/2025 6:51,,2019:67;2020:71;2021:72;2022:73;2023:75,6.6,0.697,0.828,
58130,Journal of the Energy Institute,from 2004 to 2025,Elsevier,1743.9671,Physics and Astronomy: Condensed Matter PhysicsEngineering: Control and Systems EngineeringEngineering: Electrical and Electronic EngineeringEnergy: Energy Engineering and Power TechnologyEnergy: Fuel TechnologyView all,Journal,1/26/2025 6:51,,2019:88;2020:89;2021:92;2022:94;2023:92,,,,
29055,Modern Physics Letters B,from 1996 to 2024,World Scientific,217.9849,Physics and Astronomy: Statistical and Nonlinear PhysicsPhysics and Astronomy: Condensed Matter Physics,Journal,1/26/2025 6:51,,,3.7,0.334,0.496,
28077,International Journal of Modern Physics C,,,,,,1/26/2025 6:52,,2019:50;2020:44;2021:46;2022:59;2023:72,3,0.293,0.476,
28075,International Journal of Modern Physics B,from 1996 to 2024,World Scientific,217.9792,Physics and Astronomy: Statistical and Nonlinear PhysicsPhysics and Astronomy: Condensed Matter Physics,Journal,1/26/2025 6:52,,,,,,
13749,Heat and Mass Transfer,from 1995 to 2025,Springer Nature,947.7411,Physics and Astronomy: Condensed Matter PhysicsChemical Engineering: Fluid Flow and Transfer Processes,Journal,1/26/2025 6:52,,,4.8,0.469,0.884,
18063,Journal of Power Sources,from 1976 to 2025,Elsevier,378.7753,Engineering: Electrical and Electronic EngineeringEnergy: Energy Engineering and Power TechnologyChemistry: Physical and Theoretical ChemistryEnergy: Renewable Energy; Sustainability and the Environment,Journal,1/26/2025 6:52,,,,,,
6400153122,American Journal of Applied Sciences,from 2007 to 2016;(coverage discontinued in Scopus,Science Publications,1546.9239,Multidisciplinary,Journal,1/26/2025 6:52,,,,,,
3400148107,ECS Transactions,from 2006 to 2022;(coverage discontinued in Scopus,,1938.6737,Engineering: General Engineering,Conference Proceeding,1/26/2025 6:53,,,1,0.181,0.28,
21162,Journal of Materials Science,from 1966 to 2025,Springer Nature,22.2461,Engineering: Mechanical EngineeringEngineering: Mechanics of MaterialsMaterials Science: General Materials Science,Journal,1/26/2025 6:54,2019:6.2;2020:6.7;2021:7.4;2022:7.7;2023:7.9,2019:89;2020:89;2021:88;2022:87;2023:86,,,,
19600157794,Electrocatalysis,from 2010 to 2025,Springer Publishing Company,1868.2529,Chemistry: Electrochemistry,Journal,1/26/2025 6:54,2019:3.9;2020:4.6;2021:5;2022:4.6;2023:4.8,2019:55;2020:59;2021:56;2022:50;2023:52,4.8,0.546,0.549,
26589,Colloids and Surfaces A: Physicochemical and Engineering Aspects,from 1993 to 2025,Elsevier,927.7757,Chemistry: Physical and Theoretical ChemistryPhysics and Astronomy: Surfaces and InterfacesChemical Engineering: Colloid and Surface Chemistry,Journal,1/26/2025 6:55,,,8.7,0.86,0.923,
22204,Journal of Drug Delivery Science and Technology,from 2004 to 2025,Editions de Sante,1773.2247,Pharmacology; Toxicology and Pharmaceutics: Pharmaceutical Science,Journal,1/26/2025 6:55,,,,,,
12325,Journal of Alloys and Compounds,from 1991 to 2025,Elsevier,925.8388,Engineering: Mechanical EngineeringEngineering: Mechanics of MaterialsMaterials Science: Metals and AlloysMaterials Science: Materials Chemistry,Journal,1/26/2025 6:55,2019:7.6;2020:8.9;2021:9.6;2022:10.9;2023:11.1,2019:93;2020:94;2021:94;2022:95;2023:94,,,,
25236,Sensors and Actuators B: Chemical,1970; from 1990 to 2025,Elsevier,925.4005,Physics and Astronomy: InstrumentationPhysics and Astronomy: Condensed Matter PhysicsMaterials Science: Metals and AlloysChemistry: Analytical ChemistryChemistry: SpectroscopyEngineering: Electrical and Electronic EngineeringView all,Journal,1/26/2025 6:55,,,14.6,1.475,1.319,
26590,Colloids and Surfaces B: Biointerfaces,from 1993 to 2025,Elsevier,927.7765,Chemistry: Physical and Theoretical ChemistryPhysics and Astronomy: Surfaces and InterfacesBiochemistry; Genetics and Molecular Biology: BiotechnologyChemical Engineering: Colloid and Surface Chemistry,Journal,1/26/2025 6:55,2019:7.1;2020:8.2;2021:9.9;2022:11;2023:11.1,2019:84;2020:87;2021:91;2022:90;2023:89,11.1,0.91,0.91,
25267,Inorganic Chemistry Communications,from 1998 to 2025,Elsevier,1387.7003,Materials Science: Materials ChemistryChemistry: Inorganic ChemistryChemistry: Physical and Theoretical Chemistry,Journal,1/26/2025 6:55,2019:3.1;2020:3.3;2021:3.9;2022:4.6;2023:5.5,2019:65;2020:61;2021:62;2022:62;2023:67,,,,
5200153123,Journal of Physical Chemistry C,from 2007 to 2024,American Chemical Society,1932.7447,"Materials Science: Surfaces; Coatings and FilmsMaterials Science: Electronic, Optical and Magnetic MaterialsChemistry: Physical and Theoretical ChemistryEnergy: General Energy",Journal,1/26/2025 6:56,,,,,,
16890,Bioelectrochemistry,from 2000 to 2025,Elsevier,1567.5394,Biochemistry; Genetics and Molecular Biology: BiophysicsChemistry: Physical and Theoretical ChemistryChemistry: Electrochemistry,Journal,1/26/2025 6:56,2019:6.5;2020:7.6;2021:8.7;2022:9;2023:9.1,,9.1,0.705,0.898,
15437,Biosensors and Bioelectronics,from 1990 to 2025,Elsevier,956.5663,"Biochemistry; Genetics and Molecular Biology: BiophysicsEngineering: Biomedical EngineeringBiochemistry, Genetics and Molecular Biology: BiotechnologyChemistry: Electrochemistry",Journal,1/26/2025 6:56,,,,,,
23979,Electroanalysis,from 1989 to 2024,John Wiley & Sons,1040.0397,Chemistry: Analytical ChemistryChemistry: Electrochemistry,Journal,1/26/2025 6:57,,,6,0.466,0.575,
24555,Talanta,from 1958 to 2025,Elsevier,39.914,Chemistry: Analytical Chemistry,Journal,1/26/2025 6:57,,2019:90;2020:91;2021:89;2022:91;2023:92,,,,
25806,Carbon,from 1963 to 2025,Elsevier,8.6223,Materials Science: General Materials ScienceChemistry: General Chemistry,Journal,1/26/2025 6:58,2019:14.1;2020:15.7;2021:17.4;2022:20.1;2023:20.8,,20.8,2.171,1.721,
23911,Analytica Chimica Acta,from 1947 to 2025,Elsevier,3.267,Chemistry: SpectroscopyChemistry: Analytical ChemistryBiochemistry; Genetics and Molecular Biology: BiochemistryEnvironmental Science: Environmental Chemistry,Journal,1/26/2025 6:58,2019:8.7;2020:9.3;2021:10.5;2022:10.7;2023:10.4,,,,,
12284,Surface Science,from 1964 to 2025,Elsevier,39.6028,,Journal,1/26/2025 6:58,2019:4.1;2020:3.3;2021:3.9;2022:3.7;2023:3.3,2019:69;2020:55;2021:59;2022:55;2023:45,3.3,0.385,0.557,
9500154039,Journal of Electroanalytical Chemistry,from 1959 to 2025,Elsevier,1572.6657,Chemical Engineering: General Chemical EngineeringChemistry: Analytical ChemistryChemistry: Electrochemistry,Journal,1/26/2025 6:59,,,,,,
5300152234,Journal of the Iranian Chemical Society,from 2006 to 2025,Springer Nature,1735-207X,Chemistry: General Chemistry,Journal,1/26/2025 6:59,,,,,,
25198,Journal of New Materials for Electrochemical Systems,from 1998 to 2024,International Information and Engineering Technology Association,1480.2422,Materials Science: General Materials ScienceEnergy: Renewable Energy; Sustainability and the EnvironmentChemistry: Electrochemistry,Journal,1/26/2025 6:59,2019:0.9;2020:2.1;2021:1.6;2022:1.9;2023:1.9,2019:27;2020:40;2021:30;2022:29;2023:30,,,,
23915,Analytical Chemistry,from 1947 to 2024,American Chemical Society,3.27,Chemistry: Analytical Chemistry,Journal,1/26/2025 7:00,2019:10.5;2020:11;2021:11.7;2022:12.3;2023:12.1,2019:93;2020:94;2021:92;2022:91;2023:91,,,,
24537,Surface and Coatings Technology,from 1986 to 2025,Elsevier,257.8972,Physics and Astronomy: Condensed Matter PhysicsMaterials Science: Materials ChemistryMaterials Science: Surfaces; Coatings and FilmsChemistry: General ChemistryPhysics and Astronomy: Surfaces and Interfaces,Journal,1/26/2025 7:01,,2019:84;2020:87;2021:88;2022:90;2023:90,,,,
25194,Journal of Applied Electrochemistry,from 1971 to 2025,Springer Nature,0021-891X,Chemical Engineering: General Chemical EngineeringMaterials Science: Materials ChemistryChemistry: Electrochemistry,Journal,1/26/2025 7:01,,,,,,
25169,Journal of the Electrochemical Society,from 1948 to 1960; from 1963 to 2024,Institute of Physics Publishing,13.4651,"Materials Science: Electronic; Optical and Magnetic MaterialsMaterials Science: Surfaces, Coatings and FilmsMaterials Science: Materials ChemistryEnergy: Renewable Energy, Sustainability and the EnvironmentChemistry: Electrochemistry",Journal,1/26/2025 7:01,,,,,,
19020,"Plant Cell, Tissue and Organ Culture",from 1981 to 2025,Springer Nature,167.6857,Agricultural and Biological Sciences: Horticulture,Journal,1/26/2025 7:03,,,,,,
16574,Plant and Soil,from 1948 to 2025,Springer Nature,0032-079X,Agricultural and Biological Sciences: Plant ScienceAgricultural and Biological Sciences: Soil Science,Journal,1/26/2025 7:03,2019:5.9;2020:6.3;2021:7.3;2022:7.8;2023:8.2,2019:91;2020:92;2021:91;2022:90;2023:90,8.2,1.135,1.184,
9500154033,Biologia,"from 1954 to 1955; from 1961 to 1970, from 1974 to 1989, from 1996 to 2001, from 2006 to 2025",Springer Nature,6.3088,"Agricultural and Biological Sciences: Animal Science and ZoologyAgricultural and Biological Sciences: Plant ScienceAgricultural and Biological Sciences: Ecology; Evolution, Behavior and SystematicsView all",Journal,1/26/2025 7:03,,,,,,
4700151601,Botanical Studies,from 2006 to 2024,Springer Nature,1817-406X,Agricultural and Biological Sciences: Plant Science,Journal,1/26/2025 7:03,2019:3.5;2020:4.7;2021:5;2022:4.8;2023:5.5,2019:75;2020:84;2021:82;2022:77;2023:80,5.5,0.74,1.405,
12000154412,Acta Agriculturae Slovenica,from 2008 to 2024,University of Ljubljana,1581.9175,Agricultural and Biological Sciences: General Agricultural and Biological SciencesEnvironmental Science: Water Science and Technology,Journal,1/26/2025 7:03,2019:0.6;2020:0.7;2021:0.9;2022:0.9;2023:0.9,,,,,
17169,Russian Journal of Plant Physiology,from 1996 to 2024,Pleiades Publishing,1021.4437,Agricultural and Biological Sciences: Plant Science,Journal,1/26/2025 7:04,2019:1.8;2020:2.1;2021:2.3;2022:2.1;2023:2.1,2019:50;2020:54;2021:55;2022:48;2023:44,,,,
16617,Plant Physiology and Biochemistry,,,,,,1/26/2025 7:04,2019:6.1;2020:6.6;2021:7.3;2022:10.3;2023:11.1,,,,,
19600157763,Research in Pharmaceutical Sciences,from 2009 to 2024,Wolters Kluwer Health,1735.5362,"Pharmacology; Toxicology and Pharmaceutics: General Pharmacology, Toxicology and Pharmaceutics",Journal,1/26/2025 7:04,,,,,,
16641,Acta Physiologiae Plantarum,"1985; from 1987 to 1988, from 1993 to 2025",Springer Nature,137.5881,Agricultural and Biological Sciences: Plant ScienceAgricultural and Biological Sciences: Agronomy and Crop ScienceBiochemistry; Genetics and Molecular Biology: Physiology,Journal,1/26/2025 7:04,2019:3.4;2020:3.7;2021:4.3;2022:5.1;2023:5.1,,,,,
21100466764,Applied Biological Chemistry,from 2016 to 2024,Springer Nature,2468.0834,"Biochemistry; Genetics and Molecular Biology: General Biochemistry, Genetics and Molecular BiologyChemistry: Organic Chemistry",Journal,1/26/2025 7:04,,,5.4,0.575,0.868,
17251,Biologia Plantarum,from 1959 to 2024,Springer Nature,6.3134,Agricultural and Biological Sciences: HorticultureAgricultural and Biological Sciences: Plant Science,Journal,1/26/2025 7:04,,,,,,
21100207006,Horticulture Environment and Biotechnology,from 2011 to 2024,Springer Nature,2211.3452,Agricultural and Biological Sciences: HorticultureAgricultural and Biological Sciences: Plant ScienceBiochemistry; Genetics and Molecular Biology: Biotechnology,Journal,1/26/2025 7:05,2019:2.4;2020:2.8;2021:3.6;2022:4.3;2023:4.6,,4.6,0.52,0.922,
21100228945,Indian Journal of Plant Physiology,1988; from 2012 to 2018;(coverage discontinued in Scopus,Springer Nature,19.5502,Agricultural and Biological Sciences: Agronomy and Crop ScienceAgricultural and Biological Sciences: Plant Science,Journal,1/26/2025 7:05,2014:0.2;2015:0.4;2016:0.8;2017:1.1;2018:1.4,,1.4,0.289,,
21100223541,Malaysian Applied Biology,"1980; from 1986 to 1987, from 2012 to 2024",Malaysian Society of Applied Biology,126.8643,Agricultural and Biological Sciences: General Agricultural and Biological Sciences,Journal,1/26/2025 7:05,,,0.6,0.149,0.168,
110291,Applied Biochemistry and Biotechnology,from 1981 to 2025,Springer Nature,273.2289,"Biochemistry; Genetics and Molecular Biology: BiotechnologyImmunology and Microbiology: Applied Microbiology and BiotechnologyBiochemistry, Genetics and Molecular Biology: BiochemistryChemical Engineering: BioengineeringView all",Journal,1/26/2025 7:05,2019:4.2;2020:4.5;2021:5.1;2022:5.6;2023:5.7,2019:64;2020:63;2021:62;2022:62;2023:59,,,,
19900191616,Journal of the Korean Society for Applied Biological Chemistry,from 2010 to 2015;(coverage discontinued in Scopus,The Korean Society for Applied Biological Chemistry,1738.2203,"Biochemistry; Genetics and Molecular Biology: General Biochemistry, Genetics and Molecular BiologyChemistry: Organic Chemistry",Journal,1/26/2025 7:05,,,,,,
21100782200,Biological Letters,"from 2009 to 2017; 2019, 2022",Walter de Gruyter,1644.77,"Agricultural and Biological Sciences: General Agricultural and Biological SciencesBiochemistry; Genetics and Molecular Biology: General Biochemistry, Genetics and Molecular Biology",Journal,1/26/2025 7:06,2016:0.7;2017:0.3;2019:0.8;2020:0.8,2016:39;2017:21;2019:40;2020:33,,,,
14284,Proteome Science,from 2003 to 2024,Springer Nature,,"Biochemistry; Genetics and Molecular Biology: BiochemistryBiochemistry, Genetics and Molecular Biology: Molecular Biology",Journal,1/26/2025 7:06,,,,,,1477.5956
19700189400,Pharmaceutical Sciences,from 2009 to 2024,Tabriz University of Medical Sciences,1735-403X,"Health Professions: PharmacyPharmacology; Toxicology and Pharmaceutics: General Pharmacology, Toxicology and PharmaceuticsPharmacology, Toxicology and Pharmaceutics: Pharmaceutical Science",Journal,1/26/2025 7:06,,,2.6,0.273,0.37,
130165,Journal of Integrative Plant Biology,from 2005 to 2024,John Wiley & Sons,1672.9072,"Agricultural and Biological Sciences: Plant ScienceBiochemistry; Genetics and Molecular Biology: BiochemistryBiochemistry, Genetics and Molecular Biology: General Biochemistry, Genetics and Molecular Biology",Journal,1/26/2025 7:06,,,,,,
14222,Peptides,,,,,,1/26/2025 7:07,,2019:66;2020:68;2021:70;2022:68;2023:68,,,,
19400157217,International Journal of Plant Production,from 2008 to 2024,Springer Nature,1735.6814,Agricultural and Biological Sciences: Plant ScienceAgricultural and Biological Sciences: Agronomy and Crop Science,Journal,1/26/2025 7:07,,,,,,
16783,Amino Acids,from 1991 to 2025,Springer Nature,939.4451,"Chemistry: Organic ChemistryBiochemistry; Genetics and Molecular Biology: Clinical BiochemistryBiochemistry, Genetics and Molecular Biology: Biochemistry",Journal,1/26/2025 7:07,,,6.4,0.731,0.879,
17625,Journal of Proteome Research,from 2002 to 2024,American Chemical Society,1535.3893,Chemistry: General ChemistryBiochemistry; Genetics and Molecular Biology: Biochemistry,Journal,1/26/2025 7:07,,,,,,
3900148614,Pakistan Journal of Biological Sciences,2003; from 2006 to 2024,Asian Network for Scientific Information,1028.888,Agricultural and Biological Sciences: Agronomy and Crop Science,Journal,1/26/2025 7:07,,,1.9,0.22,0.343,
14940,African Journal of Biotechnology,from 2002 to 2011;(coverage discontinued in Scopus,Academic Journals,1684.5315,"Agricultural and Biological Sciences: Agronomy and Crop ScienceBiochemistry; Genetics and Molecular Biology: BiotechnologyBiochemistry, Genetics and Molecular Biology: GeneticsBiochemistry, Genetics and Molecular Biology: Molecular BiologyView all",Journal,1/26/2025 7:08,,,,,,
19983,Pakistan Journal of Botany,,,,,,1/26/2025 7:08,,,,,,
22585,Journal of Nematology,,,,,,1/26/2025 7:08,,,2.9,0.463,0.809,
14398,International Journal of Solids and Structures,from 1965 to 2025,Elsevier,20.7683,Mathematics: Applied MathematicsMathematics: Modeling and SimulationEngineering: Mechanical EngineeringPhysics and Astronomy: Condensed Matter PhysicsEngineering: Mechanics of MaterialsMaterials Science: General Materials Science,Journal,1/26/2025 7:09,,,,,,
28697,Materials Letters,from 1982 to 2025,Elsevier,0167-577X,Engineering: Mechanical EngineeringEngineering: Mechanics of MaterialsPhysics and Astronomy: Condensed Matter PhysicsMaterials Science: General Materials Science,Journal,1/26/2025 7:09,,,,,,
15995,Composites Science and Technology,from 1985 to 2025,Elsevier,266.3538,Engineering: General EngineeringMaterials Science: Ceramics and Composites,Journal,1/26/2025 7:09,,,,,,
14433,Polymer Composites,from 1980 to 2025,John Wiley & Sons,272.8397,Chemistry: General ChemistryMaterials Science: Materials ChemistryMaterials Science: Polymers and PlasticsMaterials Science: Ceramics and Composites,Journal,1/26/2025 7:10,,,7.5,0.795,1.137,
21100372467,Structures,from 2015 to 2025,Elsevier,,"Engineering: ArchitectureEngineering: Building and ConstructionEngineering: Civil and Structural EngineeringEngineering: Safety; Risk, Reliability and Quality",Journal,1/26/2025 7:10,,,5.7,0.964,1.544,2352.0124
21100369777,Materials Today Communications,from 2014 to 2025,Elsevier,,Engineering: Mechanics of MaterialsMaterials Science: Materials ChemistryMaterials Science: General Materials Science,Journal,1/26/2025 7:10,2019:2.8;2020:2.6;2021:3.4;2022:4.1;2023:5.2,2019:58;2020:51;2021:58;2022:63;2023:69,5.2,0.671,0.917,2352.4928
20428,International Journal of Advanced Manufacturing Technology,from 1985 to 2025,Springer Nature,268.3768,Engineering: Mechanical EngineeringEngineering: Industrial and Manufacturing EngineeringEngineering: Control and Systems EngineeringComputer Science: Computer Science ApplicationsComputer Science: Software,Journal,1/26/2025 7:10,,,,,,
20593,Engineering Failure Analysis,from 1994 to 2025,Elsevier,1350.6307,Engineering: General EngineeringMaterials Science: General Materials Science,Journal,1/26/2025 7:10,,,7.7,1.031,1.717,
14471,Meccanica,,,,,,1/26/2025 7:10,2019:4.8;2020:5;2021:4.7;2022:4.3;2023:4.7,,,,,
21185,Journal of Reinforced Plastics and Composites,from 1982 to 2024,SAGE,731.6844,,Journal,1/26/2025 7:11,2019:4.3;2020:4.8;2021:6.2;2022:6.8;2023:5.4,2019:77;2020:78;2021:83;2022:83;2023:75,5.4,0.578,1.156,
13690,Journal of Thermoplastic Composite Materials,from 1988 to 2025,SAGE,892.7057,Physics and Astronomy: Condensed Matter PhysicsMaterials Science: Ceramics and Composites,Journal,1/26/2025 7:11,,,,,,
13639,International Journal of Adhesion and Adhesives,from 1980 to 2025,Elsevier,143.7496,Chemical Engineering: General Chemical EngineeringMaterials Science: Polymers and PlasticsMaterials Science: Biomaterials,Journal,1/26/2025 7:11,,,,,,
29222,Fatigue and Fracture of Engineering Materials and Structures,from 1979 to 2025,John Wiley & Sons,8756-758X,Engineering: Mechanical EngineeringEngineering: Mechanics of MaterialsMaterials Science: General Materials Science,Journal,1/26/2025 7:11,,,,,,
15063,Composite Structures,from 1983 to 2025,Elsevier,263.8223,Engineering: Civil and Structural EngineeringMaterials Science: Ceramics and Composites,Journal,1/26/2025 7:11,,,,,,
21187,Journal of Sandwich Structures and Materials,from 1999 to 2024,SAGE,1099.6362,Engineering: Mechanical EngineeringEngineering: Mechanics of MaterialsMaterials Science: Ceramics and Composites,Journal,1/26/2025 7:11,,2019:82;2020:85;2021:87;2022:90;2023:92,,,,
21100349533,Additive Manufacturing,from 2014 to 2025,Elsevier,,Engineering: Engineering (miscellaneous)Engineering: Industrial and Manufacturing EngineeringEngineering: Biomedical EngineeringMaterials Science: General Materials Science,Journal,1/26/2025 7:12,2019:8.8;2020:11.6;2021:15.3;2022:17;2023:19.8,,19.8,2.837,2.399,2214.8604
28635,Composites Part B: Engineering,from 1996 to 2025,Elsevier,1359.8368,Engineering: Industrial and Manufacturing EngineeringEngineering: Mechanical EngineeringEngineering: Mechanics of MaterialsMaterials Science: Ceramics and Composites,Journal,1/26/2025 7:12,,,,,,
5300152722,Smart Structures and Systems,from 2006 to 2024,Techno Press,1738.1584,Engineering: Electrical and Electronic EngineeringEngineering: Control and Systems EngineeringComputer Science: Computer Science Applications,Journal,1/26/2025 7:12,,,6.5,0.569,0.729,
13952,Archive of Applied Mechanics,,,,,,1/26/2025 7:12,,,,,,
21100792556,Composites Communications,from 2016 to 2025,Elsevier,,Engineering: Mechanics of MaterialsMaterials Science: Materials ChemistryMaterials Science: Polymers and PlasticsMaterials Science: Ceramics and Composites,Journal,1/26/2025 7:12,,,,,,2452.2139
20594,Engineering Fracture Mechanics,from 1968 to 2025,Elsevier,13.7944,Engineering: Mechanical EngineeringEngineering: Mechanics of MaterialsMaterials Science: General Materials Science,Journal,1/26/2025 7:13,,2019:85;2020:89;2021:90;2022:90;2023:89,,,,
17827,Mechanics of Advanced Materials and Structures,1997; from 2001 to 2025,Taylor & Francis,1537.6494,Mathematics: General MathematicsEngineering: Civil and Structural EngineeringEngineering: Mechanical EngineeringEngineering: Mechanics of MaterialsMaterials Science: General Materials Science,Journal,1/26/2025 7:13,,,5.3,0.615,1.159,
19900192310,International Journal of Applied Mechanics,from 2009 to 2024,World Scientific,1758.8251,Engineering: Mechanical EngineeringEngineering: Mechanics of MaterialsMaterials Science: General Materials Science,Journal,1/26/2025 7:13,,2019:74;2020:77;2021:75;2022:78;2023:77,5.8,0.654,0.891,
21157,Journal of Intelligent Material Systems and Structures,from 1990 to 2025,SAGE,1045-389X,Engineering: Mechanical EngineeringMaterials Science: General Materials Science,Journal,1/26/2025 7:13,2019:4.6;2020:5.2;2021:5.5;2022:5.5;2023:5.4,,5.4,0.598,0.952,
14464,Polymer Testing,from 1980 to 1988; from 1990 to 2025,Elsevier,142.9418,,Journal,1/26/2025 7:14,2019:5.1;2020:6;2021:7.5;2022:9.2;2023:10.7,2019:74;2020:79;2021:84;2022:89;2023:94,10.7,0.899,1.425,
14588,Theoretical and Applied Fracture Mechanics,from 1984 to 2025,Elsevier,167.8442,Mathematics: Applied MathematicsEngineering: Mechanical EngineeringPhysics and Astronomy: Condensed Matter PhysicsMaterials Science: General Materials Science,Journal,1/26/2025 7:14,2019:4.4;2020:5;2021:6.7;2022:7.6;2023:8.4,,,,,
144699,Journal of Mechanical Science and Technology,from 2005 to 2025,Korean Society of Mechanical Engineers,1738-494X,Engineering: Mechanical EngineeringEngineering: Mechanics of Materials,Journal,1/26/2025 7:14,,,,,,
21100235622,International Journal of Automotive and Mechanical Engineering,from 2010 to 2024,The Automotive Engineering Centre (AEC); Universiti Malaysia Pahang,2229.8649,Engineering: Automotive EngineeringEngineering: Mechanical Engineering,Journal,1/26/2025 7:14,,,,,,
28423,Steel and Composite Structures,from 2004 to 2024,Techno Press,1229.9367,Engineering: Building and ConstructionEngineering: Civil and Structural EngineeringMaterials Science: Metals and Alloys,Journal,1/26/2025 7:14,,,,,,
17828,Mechanics of Materials,from 1982 to 2025,Elsevier,167.6636,Physics and Astronomy: InstrumentationEngineering: Mechanics of MaterialsMaterials Science: General Materials Science,Journal,1/26/2025 7:15,,,,,,
19880,Advanced Composite Materials,from 1991 to 2024,Taylor & Francis,924.3046,,Journal,1/26/2025 7:15,2019:2.9;2020:3.3;2021:4.3;2022:5.5;2023:5,2019:64;2020:65;2021:70;2022:76;2023:72,5,0.502,0.955,
32210,"International Journal of Engineering, Transactions A: Basics",2004; from 2006 to 2025,Materials and Energy Research Center,1728.1431,Engineering: General Engineering,Journal,1/26/2025 7:15,,,3.1,0.351,0.606,
50170,International Journal of Mechanical Sciences,from 1960 to 2025,Elsevier,20.7403,Engineering: Ocean EngineeringMathematics: Applied MathematicsEngineering: Aerospace EngineeringEngineering: Mechanical EngineeringEngineering: Civil and Structural EngineeringView all,Journal,1/26/2025 7:15,,,,,,
22062,Structural Engineering and Mechanics,from 1994 to 2024,Techno Press,1225.4568,Engineering: Building and ConstructionEngineering: Mechanical EngineeringEngineering: Civil and Structural EngineeringEngineering: Mechanics of Materials,Journal,1/26/2025 7:15,,,,,,
21100466223,International Journal of Advanced Structural Engineering,from 2012 to 2019;(coverage discontinued in Scopus,Springer Nature,2008.3556,Engineering: Civil and Structural Engineering,Journal,1/26/2025 7:16,,2016:38;2017:40;2018:49;2019:43;2020:54,,,,
20541,Computational Materials Science,1970; from 1992 to 2025,Elsevier,927.0256,Mathematics: Computational MathematicsPhysics and Astronomy: General Physics and AstronomyComputer Science: General Computer ScienceEngineering: Mechanics of MaterialsChemistry: General ChemistryView all,Journal,1/26/2025 7:16,,,,,,
24443,Construction and Building Materials,from 1987 to 2025,Elsevier,950.0618,Engineering: Civil and Structural EngineeringEngineering: Building and ConstructionMaterials Science: General Materials Science,Journal,1/26/2025 7:16,2019:7.4;2020:8.8;2021:10.6;2022:12.4;2023:13.8,2019:94;2020:95;2021:95;2022:97;2023:96,,,,
21100438059,Engineering Solid Mechanics,from 2013 to 2024,Growing Science,2291.8744,Materials Science: Metals and AlloysEngineering: Civil and Structural EngineeringEngineering: Mechanics of MaterialsMaterials Science: Ceramics and CompositesMaterials Science: Polymers and Plastics,Journal,1/26/2025 7:16,,,,,,
17797,Materials and Design,from 1980 to 2025,Elsevier,264.1275,Engineering: Mechanical EngineeringEngineering: Mechanics of MaterialsMaterials Science: General Materials Science,Journal,1/26/2025 7:16,,2019:97;2020:97;2021:96;2022:97;2023:96,,,,
12507,Aerospace Science and Technology,from 1997 to 2025,Elsevier,1270.9638,Engineering: Aerospace Engineering,Journal,1/26/2025 7:17,2019:5.8;2020:7.4;2021:8.8;2022:10.1;2023:10.3,2019:91;2020:94;2021:96;2022:95;2023:95,10.3,1.49,2.032,
17811,Materials Science and Engineering: A,from 1988 to 2025,Elsevier,921.5093,Engineering: Mechanical EngineeringPhysics and Astronomy: Condensed Matter PhysicsEngineering: Mechanics of MaterialsMaterials Science: General Materials Science,Journal,1/26/2025 7:17,2019:8;2020:8.8;2021:9.4;2022:10.1;2023:11.5,2019:94;2020:94;2021:94;2022:93;2023:95,,,,
