Name,LastName,ScholarID,ScopusID,NameEn,Affiliation,Email,Citation,ImagePath
علیرضا,نصر اصفهانی,k2k4gjUAAAAJ,23995583300,Alireza Nasr-Isfahani,Associate Professor  Department of Pure Mathematics  University of Isfahan,sci.ui.ac.ir,397,img\Alireza Nasr-Isfahani-k2k4gjUAAAAJ.jpg
هاجرالسادات,منصوری تهرانی,55u8H2QAAAAJ,57192270708,Hajar-Alsadat Mansouri-Tehrani,PhD of Nanobiotechnology  Isfahan University,ast.ui.ac.ir,396,img\Hajar-Alsadat Mansouri-Tehrani-55u8H2QAAAAJ.jpg
حلیمه,آقایی,XJnxSy0AAAAJ,57193529899,Halimeh Aghaei,Isfahan University,eng.ui.ac.ir,395,img\Halimeh Aghaei-XJnxSy0AAAAJ.jpg
مهدی,سلیمی,hHJQ570AAAAJ,57211543956,Mehdi Salimi,University of Isfahan,spr.ui.ac.ir,394,img\Mehdi Salimi-hHJQ570AAAAJ.jpg
مالک,باقری هارونی,dacl60wAAAAJ,26433106800,malek bagheri Harouni,Associate professor of physics  University of Isfahan  Iran,phys.ui.ac.ir,391,img\malek bagheri Harouni-dacl60wAAAAJ.jpg
ایرج,کاظمی,X3FUB_EAAAAJ,36731211300,Iraj Kazemi,Associate Professor of Statistics  University of Isfahan,stat.ui.ac.ir,391,img\Iraj Kazemi-X3FUB_EAAAAJ.jpg
حسین,باقری,1n9JEt0AAAAJ,56153105600,Hossein Bagheri,University of Isfahan,cet.ui.ac.ir,390,img\Hossein Bagheri-1n9JEt0AAAAJ.jpg
حمید,صالحی,kF0tcZIAAAAJ,58424472000,Hamid Salehi,Associate Professor  University of Isfahan,spr.ui.ac.ir,385,img\Hamid Salehi-kF0tcZIAAAAJ.jpg
احمد,صادقی,3nwS0R8AAAAJ,36998642000,Ahmad Sadeghi,Associate Professor in Career Counseling  university of Isfahan,edu.ui.ac.ir,385,img\Ahmad Sadeghi-3nwS0R8AAAAJ.jpg
شیوا,ابراهیم پور,5tEAvPwAAAAJ,57204329247,Shiva Ebrahimpour,Postdoctoral researcher  University of Isfahan,sci.ui.ac.ir,385,img\Shiva Ebrahimpour-5tEAvPwAAAAJ.jpg
حسین علی,مهرابی,lYnZfgMAAAAJ,57221739468,Hossein Ali Mehrabi,Assistant Professor  University of Isfahan  Department of Psychology,edu.ui.ac.ir,385,img\Hossein Ali Mehrabi-lYnZfgMAAAAJ.jpg
سیدحامد معظمی,معظمی فریدا,1fDeJQkAAAAJ,57201338503,Seyed Hamed Moazzami Farida,Assistant Professor of Plant Physiology  University of Isfahan,bio.ui.ac.ir,382,img\Seyed Hamed Moazzami Farida-1fDeJQkAAAAJ.jpg
اکبر,حسابی,CJw4v6UAAAAJ,56006763400,Akbar Hesabi,University of Isfahan,fgn.ui.ac.ir,381,img\Akbar Hesabi-CJw4v6UAAAAJ.jpg
حامد,اسماعیلی,vRoPxjYAAAAJ,56806544100,Hamed Esmaeili,University of Isfahan,spr.ui.ac.ir,380,img\Hamed Esmaeili-vRoPxjYAAAAJ.jpg
کوروش,نامداری,0iQ0yNcAAAAJ,57173001500,Kourosh Namdari,associate professor of psychology Isfahan university,edu.ui.ac.ir,380,img\Kourosh Namdari-0iQ0yNcAAAAJ.jpg
میلاد,حیدری نیا,8cB-WvcAAAAJ,57208707445,Milad Heidari Nia,University of Isfahan  Cellular and Molecular Research Center  Zahedan University of â€¦,sci.ui.ac.ir,379,img\Milad Heidari Nia-8cB-WvcAAAAJ.jpg
ابوالفضل,غریبی کرجی,Kpfck3MAAAAJ,56223784800,Abolfazl Gharibi Kharaji,University of Isfahan,eng.ui.ac.ir,378,img\Abolfazl Gharibi Kharaji-Kpfck3MAAAAJ.jpg
پیام,ملاعباسی,ujFBZ5sAAAAJ,35180057000,Payam Molla-Abbasi,University of Isfahan,eng.ui.ac.ir,375,img\Payam Molla-Abbasi-ujFBZ5sAAAAJ.jpg
سلطانی,سلطانی,WhpQt4sAAAAJ,24469146000,Morteza Soltani,Department of Physics  Faculty of Sciences  University of Isfahan  Isfahan 81746-73441  Iran,sci.ui.ac.ir,374,img\Morteza Soltani-WhpQt4sAAAAJ.jpg
ماه گل,توکلی,oGd_3dMAAAAJ,50062126000,Mahgol Tavakoli,Associate Professor  Department of Psychology  University of Isfahan,edu.ui.ac.ir,374,img\Mahgol Tavakoli-oGd_3dMAAAAJ.jpg
حسین,کریمپور,FLWE2QgAAAAJ,48861311600,Hossein Karimpour,University of Isfahan,eng.ui.ac.ir,373,img\Hossein Karimpour-FLWE2QgAAAAJ.jpg
علی,باقری,eKVte_8AAAAJ,55330241000,Ali Bagheri,Department of Plant and Animal Biology  University of Isfahan  Isfahan  Iran,sci.ui.ac.ir,370,img\Ali Bagheri-eKVte_8AAAAJ.jpg
افسانه,مرندی,5c4CEkAAAAAJ,54789915700,Afsaneh Marandi,Researcher  Department of Chemistry  Catalysis Division  University of Isfahan  Isfahan,sci.ui.ac.ir,369,img\Afsaneh Marandi-5c4CEkAAAAAJ.jpg
رسول,شفیعی,eHVTjscAAAAJ,37081792000,Rasoul Shafiei,University of Isfahan  Iran.,sci.ui.ac.ir,367,img\Rasoul Shafiei-eHVTjscAAAAJ.jpg
امراله,صفری,XR5QJNkAAAAJ,48861764800,Amrollah safari,Associate Professor of Stratigraphy and Paleontology  Department of Geology  University of â€¦,sci.ui.ac.ir,366,img\Amrollah safari-XR5QJNkAAAAJ.jpg
وهاب,نفیسی,9KW7oqMAAAAJ,6506813206,Vahab Nafisi,Assistant Professor of Geodesy  University of Isfahan,eng.ui.ac.ir,363,img\Vahab Nafisi-9KW7oqMAAAAJ.jpg
حمیده,رادنیا,N4tlFmoAAAAJ,55640512700,Hamideh Radnia,Chemical Engineering Department  University of Isfahan,eng.ui.ac.ir,361,img\Hamideh Radnia-N4tlFmoAAAAJ.jpg
جلیل,رئیسی,mvsD08wAAAAJ,56904213800,jalil reisi,University of Isfahan,spr.ui.ac.ir,355,img\jalil reisi-mvsD08wAAAAJ.jpg
مرتضی,حاجی محمودزاده,xZqEMt4AAAAJ,8350459000,Morteza Hajimahmoodzadeh,University of Isfahan,sci.ui.ac.ir,355,img\Morteza Hajimahmoodzadeh-xZqEMt4AAAAJ.jpg
منیژه,یوحنایی,dovW82sAAAAJ,56006218200,Manijeh Youhanaee,Associate Professor  University of Isfahan,fgn.ui.ac.ir,355,img\Manijeh Youhanaee-dovW82sAAAAJ.jpg
حسن,خسرویان عرب,SQC0oHYAAAAJ,55849780100,Hassan Khosravian-Arab,Assistant Professor of Applied Mathematics  University of Isfahan,sci.ui.ac.ir,352,img\Hassan Khosravian-Arab-SQC0oHYAAAAJ.jpg
هادی,امیری,NkjXFTUAAAAJ,56347503600,Hadi Amiri,Associate Professor of Economics Department of Economics  University of Isfahan,ase.ui.ac.ir,350,img\Hadi Amiri-NkjXFTUAAAAJ.jpg
افسانه,فاطمی,3-tmjrAAAAAJ,16549591200,Afsaneh Fatemi,Associate Professor of Software Engineering  University of Isfahan,eng.ui.ac.ir,349,img\Afsaneh Fatemi-3-tmjrAAAAAJ.jpg
سیدعباس,هاشمی,qDDOtqQAAAAJ,58115284700,Seyed Abbas Hashemi,Associate Professor of Accounting  Department of Accounting  University of Isfahan.,ase.ui.ac.ir,343,img\Seyed Abbas Hashemi-qDDOtqQAAAAJ.jpg
عبداله ,سیف,i8GMzN0AAAAJ,54783509200,Abdullah Seif,Associate Professor in Faculty of Geographical Sciences and Planning University of Isfahan â€¦,geo.ui.ac.ir,343,img\Abdullah Seif-i8GMzN0AAAAJ.jpg
محمدعلی,علیجانیان,kdsmhxMAAAAJ,39860938900,Mohammadali Alijanian,Assistant Professor of Civil Engineering- Water Resources  University of Isfahan,eng.ui.ac.ir,341,img\Mohammadali Alijanian-kdsmhxMAAAAJ.jpg
مهدی,تدین,V9i-WMwAAAAJ,57220415141,Mahdi Tadayon,University of Isfahan,eng.ui.ac.ir,338,img\Mahdi Tadayon-V9i-WMwAAAAJ.jpg
محمدحسین,زمانی,r4jxUSIAAAAJ,57203201091,Mohammad Hossein Zamani,PhD of Mechanical Engineering  Department of Mechanical Engineering  University of â€¦,eng.ui.ac.ir,338,img\Mohammad Hossein Zamani-r4jxUSIAAAAJ.jpg
مهدی,دهقدانی,8BRXvpgAAAAJ,55618356600,mehdi dehghadani,ph.d in exercise physiology of isfahan university,spr.ui.ac.ir,336,img\mehdi dehghadani-8BRXvpgAAAAJ.jpg
پریسا,اعتدالی,PZZQp1sAAAAJ,57203060250,etedali parisa,University of Isfahan آ· faculty of advanced science and technology,ast.ui.ac.ir,331,img\etedali parisa-PZZQp1sAAAAJ.jpg
عباس,امینی,3PeswCgAAAAJ,58452062900,Abbas Amini,Professor of Rural Planning  Faculty of Geographical Sciences and Planning  University of â€¦,geo.ui.ac.ir,328,img\Abbas Amini-3PeswCgAAAAJ.jpg
فرامرز,آسان جرانی,D5T8jpwAAAAJ,57197769431,Faramarz Asanjarani,Ph.D.  Assistant Professor  Counseling Department  University of Isfahan  Iran.,edu.ui.ac.ir,327,img\Faramarz Asanjarani-D5T8jpwAAAAJ.jpg
مهران,رضایی,qwfad_EAAAAJ,59135486000,Mehran Rezaei,Assistant Professor of Computer Engineering  University of Isfahan,eng.ui.ac.ir,325,img\Mehran Rezaei-qwfad_EAAAAJ.jpg
مرضیه,تقی زاده,1pZBMBIAAAAJ,57202097074,Marzieh Taghizadeh,Assistant Professor of plant physiology  University of Isfahan,bio.ui.ac.ir,322,img\Marzieh Taghizadeh-1pZBMBIAAAAJ.jpg
مهسا,قندهاری,se9uj6QAAAAJ,8417644700,Mahsa Ghandehari,Associate Professor  University of Isfahan,ase.ui.ac.ir,315,img\Mahsa Ghandehari-se9uj6QAAAAJ.jpg
ندا,مقیم,4rRHHZoAAAAJ,24833382200,Neda Moghim,Associate Prof.  Dep. of Computer Eng.  University of Isfahan; Researcher  Old Dominion â€¦,eng.ui.ac.ir,310,img\Neda Moghim-4rRHHZoAAAAJ.jpg
محمدرضا,انصاری,5e5X7_sAAAAJ,59096110700,Mohammad Reza Ansari,Shahreza Campus  University of Isfahan,shr.ui.ac.ir,310,img\Mohammad Reza Ansari-5e5X7_sAAAAJ.jpg
عباس,سلیمانی دلفان,O2ALfG4AAAAJ,56786501600,Abbas Soleimani-Delfan,University of Isfahan,sci.ui.ac.ir,310,img\Abbas Soleimani-Delfan-O2ALfG4AAAAJ.jpg
ابوالقاسم,نورمحمدی آبادچی,BJUyZ0EAAAAJ,23981051800,Abolghasem Nourmohammadi Abadchi,Nanotechnology group  University of Isfahan,sci.ui.ac.ir,308,img\Abolghasem Nourmohammadi Abadchi-BJUyZ0EAAAAJ.jpg
علیرضا,یزدانیان,5sj53HoAAAAJ,57198792244,Alireza Yazdanian,University of Isfahan,ase.ui.ac.ir,308,img\Alireza Yazdanian-5sj53HoAAAAJ.jpg
فریبا,اسماعیلی,aLgTxw0AAAAJ,58444698500,Fariba Esmaeili,University of Isfahan,sci.ui.ac.ir,306,img\Fariba Esmaeili-aLgTxw0AAAAJ.jpg
رضوان السادات,جزایری,hDwmMegAAAAJ,57190748782,Rezvanossadat Jazayeri,Associate Professor of Counseling  Faculty of Education and Psychology  University of â€¦,edu.ui.ac.ir,303,img\Rezvanossadat Jazayeri-hDwmMegAAAAJ.jpg
محسن,ربانی,tPWYAZ8AAAAJ,57211573758,Mohsen Rabbani,Biomedical Engineering Department  University of Isfahan,eng.ui.ac.ir,302,img\Mohsen Rabbani-tPWYAZ8AAAAJ.jpg
زهرا,چاوش پور نطنزی,JWp7FmUAAAAJ,57193520696,Zahra Chavoshpour-Natanzi,Ph.D Candidate of Physical Chemistry  University of Isfahan,sci.ui.ac.ir,302,img\Zahra Chavoshpour-Natanzi-JWp7FmUAAAAJ.jpg
ناصر,ایزدنیا,ieEa4pQAAAAJ,58553630200,Naser izadinia,Associate Professor  Department of Accounting  University of Isfahan  Isfahan  Iran,ase.ui.ac.ir,302,img\Naser izadinia-ieEa4pQAAAAJ.jpg
فاطمه,نوری صفا,Ta5r83IAAAAJ,57189987708,fatemeh noorisafa,phd student isfahan university,ast.ui.ac.ir,300,img\fatemeh noorisafa-Ta5r83IAAAAJ.jpg
مهدی,ناصری ناصرآبادی,uzfC22MAAAAJ,6602499266,Mehdi Nasri Nasrabadi,Professor  Faculty of Physics  University of Isfahan  81746-73441  Isfahan  Iran,ast.ui.ac.ir,299,img\Mehdi Nasri Nasrabadi-uzfC22MAAAAJ.jpg
حمیدرضا,وارثی,mXZiMqsAAAAJ,55427250400,hamidreza varesi,Professor of Geography and Urban Planning  University of Isfahan,geo.ui.ac.ir,299,img\hamidreza varesi-mXZiMqsAAAAJ.jpg
حمیدرضا,محمدی,YPGihBIAAAAJ,24071582300,hamidreza mohammadi,Associate Prof. Physics  University of Isfahan,sci.ui.ac.ir,298,img\hamidreza mohammadi-YPGihBIAAAAJ.jpg
نوید,ایوبیان,Yrt1UiMAAAAJ,25030383500,Navid Ayoobian,Assistant Professor of Nuclear Engineering  University of Isfahan,ast.ui.ac.ir,298,img\Navid Ayoobian-Yrt1UiMAAAAJ.jpg
فائزه,مرادی نافچی,zGjasa4AAAAJ,57195965957,Faeze Moradi Nafchi,University of Isfahan,eng.ui.ac.ir,297,img\Faeze Moradi Nafchi-zGjasa4AAAAJ.jpg
حمیدرضا,میرصفیان,gTymzbYAAAAJ,55198975100,Hamidreza Mirsafian,Associate Professor of Sport Management  University of Isfahan  Isfahan  Iran,spr.ui.ac.ir,296,img\Hamidreza Mirsafian-gTymzbYAAAAJ.jpg
بهاره,بهرامی,TYvTd18AAAAJ,56680957400,Bahareh Bahrami,University of Isfahan,eng.ui.ac.ir,296,img\Bahareh Bahrami-TYvTd18AAAAJ.jpg
مجتبی,مهدوی,4ywD6eQAAAAJ,57211006888,mojtaba mahdavi,Professor of Information Technology  University of Isfahan,eng.ui.ac.ir,293,img\mojtaba mahdavi-4ywD6eQAAAAJ.jpg
علی,قریه,8WSj0WAAAAAJ,55990562900,Ali Gharieh,University of Isfahan,sci.ui.ac.ir,293,img\Ali Gharieh-8WSj0WAAAAAJ.jpg
محمدرضا,نیلی,RzUM75UAAAAJ,57204153656,mohammad reza nili,university of isfahan,edu.ui.ac.ir,292,img\mohammad reza nili-RzUM75UAAAAJ.jpg
وازگن,میناسیان,MBk3SMUAAAAJ,19736443100,Vazgen Minasian,Professor of University of Isfahan,spr.ui.ac.ir,292,img\Vazgen Minasian-MBk3SMUAAAAJ.jpg
وحید,عظیمی موصلو,djT7gYIAAAAJ,51161665900,Vahid Azimi Mousolou,Dept. of Mathematics  Faculty of sciences  University of Isfahan,sci.ui.ac.ir,290,img\Vahid Azimi Mousolou-djT7gYIAAAAJ.jpg
محسن,مصلحی,W8DwSI0AAAAJ,57217674407,Mohsen Moslehi,Assistant professor of Nanopolymer  Faculty of Chemistry  University of Isfahan  Isfahan  Iran,chem.ui.ac.ir,289,img\Mohsen Moslehi-W8DwSI0AAAAJ.jpg
بهنام,تشیع,Iq1QupEAAAAJ,50062027200,behnam tashayo,Assistant Professor at University of Isfahan,eng.ui.ac.ir,288,img\behnam tashayo-Iq1QupEAAAAJ.jpg
فريا,نصيری مفخم,QVRk6DYAAAAJ,23493215900,Faria Nassiri-Mofakham,Intelligent and Computational Electronic Commerce  University of Isfahan,eng.ui.ac.ir,286,img\Faria Nassiri-Mofakham-QVRk6DYAAAAJ.jpg
مهرداد,پسندی,Egx6rHwAAAAJ,6506111583,Mehrdad Pasandi,Associate Professor  University of Isfahan,sci.ui.ac.ir,286,img\Mehrdad Pasandi-Egx6rHwAAAAJ.jpg
مصطفی,ترابی,R4Hz08IAAAAJ,57191573497,Mostafa Torabi,Ph.D of Analytical chemistry  University of Isfahan (UI)  Isfahan Iran,sci.ui.ac.ir,286,img\Mostafa Torabi-R4Hz08IAAAAJ.jpg
شهرام,یلمه ها,DWrkLL4AAAAJ,57200987765,Shahram Yalameha,University of Isfahan,sci.ui.ac.ir,285,img\Shahram Yalameha-DWrkLL4AAAAJ.jpg
فاطمه,جوادی زرنقی,e-IfCK4AAAAJ,36621293900,Fatemeh Javadi-Zarnaghi,University of Isfahan,sci.ui.ac.ir,285,img\Fatemeh Javadi-Zarnaghi-e-IfCK4AAAAJ.jpg
محسن,جان نثاری,i0rbd78AAAAJ,26635335000,mohsen jannesari,Department of Basic Sciences  Shahreza Campus  University of Isfahan  Iran,shr.ui.ac.ir,282,img\mohsen jannesari-i0rbd78AAAAJ.jpg
یحیی,کبیری رنانی,HMfnK8YAAAAJ,36657763700,Yahya Kabiri Renani,University of Isfahan,eng.ui.ac.ir,281,img\Yahya Kabiri Renani-HMfnK8YAAAAJ.jpg
مرتضی,رضایی سادات,dtATKEgAAAAJ,57215507353,Morteza Rezaeisadat,PhD in Physical Chemistry  University of Isfahan,sci.ui.ac.ir,281,img\Morteza Rezaeisadat-dtATKEgAAAAJ.jpg
زهرا,زجاجی,df3XoJIAAAAJ,56539930800,Zahra Zojaji,Assistant Professor of Computer Engineering  University of Isfahan,eng.ui.ac.ir,278,img\Zahra Zojaji-df3XoJIAAAAJ.jpg
مجتبی,ارجمند,AAyo97AAAAAJ,57188848776,Mojtaba Arjmand,University of Isfahan,sci.ui.ac.ir,277,img\Mojtaba Arjmand-AAyo97AAAAAJ.jpg
محسن,صراف بیدآباد,TDNUDI4AAAAJ,56486136100,Mohsen Sarafbidabad,Associate professor in Biomedical Eng.  University of Isfahan,eng.ui.ac.ir,277,img\Mohsen Sarafbidabad-TDNUDI4AAAAJ.jpg
حامد,باقری اسفه,lKyaKXQAAAAJ,37060423300,Hamed Bagheri-Esfeh,Assistant Professor of Mechanical Engineering  Shahreza Campus  University of Isfahan,shr.ui.ac.ir,275,img\Hamed Bagheri-Esfeh-lKyaKXQAAAAJ.jpg
محمدعلی,صالحی,yTQXoGUAAAAJ,51664012600,Mohammad Ali Salehi,Associate Professor of Geology  University of Isfahan,sci.ui.ac.ir,274,img\Mohammad Ali Salehi-yTQXoGUAAAAJ.jpg
محمد,پورزعفرانی,SbhQHAgAAAAJ,55539436200,Mohammad Pourzaferani,PhD candidate in Computer Science  University of Isfahan,eng.ui.ac.ir,273,img\Mohammad Pourzaferani-SbhQHAgAAAAJ.jpg
ایمان,خسروی,vE66-1UAAAAJ,57193664527,Iman Khosravi,Department of Geomatics  Faculty of Civil Engineering & Transportation  University of â€¦,cet.ui.ac.ir,273,img\Iman Khosravi-vE66-1UAAAAJ.jpg
حامد,شهبازی,#NAME?,24923956200,Hamed Shahbazi,University of Isfahan,eng.ui.ac.ir,272,img\Hamed Shahbazi--tRm_SsAAAAJ.jpg
مینا,احمدی,jna0i5AAAAAJ,57219768944,Mina Ahmadi,Department of Exercise Physiology  Faculty of Sport Sciences  University of Isfahan  Isfahan â€¦,spr.ui.ac.ir,271,img\Mina Ahmadi-jna0i5AAAAAJ.jpg
مرضیه,هاشمی,ASP3QgwAAAAJ,57197653597,Marzieh Hashemi,University of Isfahan,sci.ui.ac.ir,267,img\Marzieh Hashemi-ASP3QgwAAAAJ.jpg
زهره,شانظري,zomV3ZsAAAAJ,56806969400,Zohreh Shanazari,Assistant Professor  Exercise Physiology  University of Isfahan,spr.ui.ac.ir,266,img\Zohreh Shanazari-zomV3ZsAAAAJ.jpg
فاطمه,ابطحی,gUN1nIoAAAAJ,22033772300,fatemeh abtahi,University of Isfahan,sci.ui.ac.ir,265,img\fatemeh abtahi-gUN1nIoAAAAJ.jpg
محسن,ابوطالبی اصفهانی,3Y8mYR8AAAAJ,57196449974,Mohsen Aboutalebi Esfahani,Associate Professor of University of Isfahan,eng.ui.ac.ir,264,img\Mohsen Aboutalebi Esfahani-3Y8mYR8AAAAJ.jpg
داریوش,فروغی,tguDUoEAAAAJ,47961842300,daruosh foroghi,Professor Accounting Department   University of Isfahan,ase.ui.ac.ir,264,img\daruosh foroghi-tguDUoEAAAAJ.jpg
محمدرضا,شمس,mVpXyOMAAAAJ,55096494300,Mohammadreza Shams,University of Isfahan,shr.ui.ac.ir,260,img\Mohammadreza Shams-mVpXyOMAAAAJ.jpg
مریم,اسماعیلی,z6YKj04AAAAJ,57195317971,Maryam Esmaeili,University of Isfahan,edu.ui.ac.ir,260,img\Maryam Esmaeili-z6YKj04AAAAJ.jpg
محمدتقی,شاه نظری,KiIpINcAAAAJ,56366210400,Mohammadtaghi Shahnazari,Associate Professor  University of Isfahan,fgn.ui.ac.ir,257,img\Mohammadtaghi Shahnazari-KiIpINcAAAAJ.jpg
ایرج,جباری,1fyjF9cAAAAJ,34971162600,Iraj Jabbari,Assistant professor of Medical Radiation Engineering  Faculty of Physics  University of â€¦,ast.ui.ac.ir,255,img\Iraj Jabbari-1fyjF9cAAAAJ.jpg
جمشید,مالکی,mLimEJwAAAAJ,57190127429,Jamshid Maleki,Assistant Professor of GIS  University of Isfahan,cet.ui.ac.ir,254,img\Jamshid Maleki-mLimEJwAAAAJ.jpg
سعید,قوامی صبوری,ZcVTetgAAAAJ,6507461128,Saeed Ghavami Sabouri,Full professor of Physics  University of Isfahan,sci.ui.ac.ir,254,img\Saeed Ghavami Sabouri-ZcVTetgAAAAJ.jpg
سارا,خوارزمی,k__HSpwAAAAJ,55157162300,Sara Kharazmi,University of Isfahan,ast.ui.ac.ir,250,img\Sara Kharazmi-k__HSpwAAAAJ.jpg
مجید,عموشاهی,zNc8h90AAAAJ,10538865700,Majid Amooshahi,Faculty of Physics  University of Isfahan  Isfahan  Iran,sci.ui.ac.ir,250,img\Majid Amooshahi-zNc8h90AAAAJ.jpg
رضا,رمضانی,QDa3wGgAAAAJ,57213601148,Reza Ramezani,Assistant Professor at University of Isfahan,eng.ui.ac.ir,248,img\Reza Ramezani-QDa3wGgAAAAJ.jpg
فضل اله,حشمت نژاد,jebRfegAAAAJ,40461641300,Fazlollah Heshmatnezhad,Isfahan University,eng.ui.ac.ir,248,img\Fazlollah Heshmatnezhad-jebRfegAAAAJ.jpg
مرتضی,صادقی,2ItE18wAAAAJ,57392774800,morteza sadeghi,university of isfahan,sci.ui.ac.ir,247,img\morteza sadeghi-2ItE18wAAAAJ.jpg
سعید,صمدی,DYgjVIkAAAAJ,57208566385,Saeed Samadi,University of Isfahan,ase.ui.ac.ir,246,img\Saeed Samadi-DYgjVIkAAAAJ.jpg
مرتضی,صادقی,aY36epQAAAAJ,57194451703,Morteza Sadeghi,Assisstant professor of sport injuries and corrective exercise  university of Isfahan,spr.ui.ac.ir,243,img\Morteza Sadeghi-aY36epQAAAAJ.jpg
محمد,مطهری فر,au_KZ5cAAAAJ,51461748400,Mohammad Motaharifar,Assistant Professor  University of Isfahan,eng.ui.ac.ir,242,img\Mohammad Motaharifar-au_KZ5cAAAAJ.jpg
حسن,ارکبان,W-WugugAAAAJ,57213153526,hassan arkaban,PhD student of chemistry  Isfahan University,sci.ui.ac.ir,242,img\hassan arkaban-W-WugugAAAAJ.jpg
محمدصادق,کیخسروی کیانی,zOFvnSkAAAAJ,56916035300,Mohammad Sadegh Keikhosravi Kiany,Faculty of Geographical Sciences and Planning  University of Isfahan,geo.ui.ac.ir,241,img\Mohammad Sadegh Keikhosravi Kiany-zOFvnSkAAAAJ.jpg
غلام رضا,شیران,uClzuXMAAAAJ,56527298100,gholam shiran,Assistant Professor  University of Isfahan  Isfahan  Iran,trn.ui.ac.ir,241,img\gholam shiran-uClzuXMAAAAJ.jpg
بهشته,اسدی,5Pl7CKQAAAAJ,55636882600,Beheshteh Asadi,Postdoctoral at University of Isfahan,sci.ui.ac.ir,240,img\Beheshteh Asadi-5Pl7CKQAAAAJ.jpg
رامین,رضاحسنی,aWu9QCAAAAAJ,57195514991,Ramin Rezahasani,PhD. Chemical Engineering  University of Isfahan,sci.ui.ac.ir,238,img\Ramin Rezahasani-aWu9QCAAAAAJ.jpg
فاطمه,یعقوبی,TaUIy24AAAAJ,23494408800,fatemeh yaghoobi,Postdoc of Bioelectrochemistry  University of Isfahan,sci.ui.ac.ir,238,img\fatemeh yaghoobi-TaUIy24AAAAJ.jpg
حسام,باقری,bPlvSvoAAAAJ,56076902700,hashem bagheri,University of Isfahan,sci.ui.ac.ir,238,img\hashem bagheri-bPlvSvoAAAAJ.jpg
مریم,خاتمی,VKL7-MUAAAAJ,26021312200,Maryam Khatami,University of Isfahan,sci.ui.ac.ir,238,img\Maryam Khatami-VKL7-MUAAAAJ.jpg
حمید,برقی,pUXpXeYAAAAJ,37060413000,hamid barghi,university of Isfahan - associate professor of Geography and rural planning  Faculty of â€¦,geo.ui.ac.ir,235,img\hamid barghi-pUXpXeYAAAAJ.jpg
مرتضی,حاجیان,1jbZk24AAAAJ,26027900100,Dr. Morteza hajian,Associate Professor of Polymer Chemistry  University of Isfahan,chem.ui.ac.ir,235,img\Dr. Morteza hajian-1jbZk24AAAAJ.jpg
رامین,زندی,#NAME?,57211692911,Rahman Zandi,Associate Professor of Remote Sensing and GIS  University of Isfahan  Isfahan,geo.ui.ac.ir,235,img\Rahman Zandi--vmNjBMAAAAJ.jpg
محمد,موسی زاده,VksZFAMAAAAJ,57190583695,Mohammad Moosazadeh,PhD Candidate in computer engineering at University of Isfahan (UI),eng.ui.ac.ir,234,img\Mohammad Moosazadeh-VksZFAMAAAAJ.jpg
حسین,سماواتی,j6Vv8vYAAAAJ,35085312500,Hossein Samavatyan,University of Isfahan,edu.ui.ac.ir,234,img\Hossein Samavatyan-j6Vv8vYAAAAJ.jpg
ملیحه,یوسف زاده,AIMt6coAAAAJ,23092465200,Malihe yousofzadeh,University of Isfahan,sci.ui.ac.ir,233,img\Malihe yousofzadeh-AIMt6coAAAAJ.jpg
داریوش,رحیمی,aR0Y1XcAAAAJ,55260093000,Dariush Rahimi,Professor in Hydro-Climatology  University of Isfahan  Isfahan  Iran,geo.ui.ac.ir,233,img\Dariush Rahimi-aR0Y1XcAAAAJ.jpg
نادر,اعیادی,OjuRPSAAAAAJ,57222901420,Nader Ayadi,PhD Student of counseling  University of Isfahan,edu.ui.ac.ir,233,img\Nader Ayadi-OjuRPSAAAAAJ.jpg
شهرام,لنجان نژادیان,l7g--dQAAAAJ,57210706161,Shahram Lenjannejadian,Assistant Professor of Sport Biomechanics  University of Isfahan,spr.ui.ac.ir,232,img\Shahram Lenjannejadian-l7g--dQAAAAJ.jpg
رضا,سبحانی,yQkaKZQAAAAJ,56299778500,Reza Sobhani,Associate Professor of Mathematics  University of Isfahan,sci.ui.ac.ir,231,img\Reza Sobhani-yQkaKZQAAAAJ.jpg
محمد,ملک محمد,kzYaGRgAAAAJ,55303383300,mohammad malekmohammad,isfahan university,sci.ui.ac.ir,229,img\mohammad malekmohammad-kzYaGRgAAAAJ.jpg
محمد,کاظمی,M0lc59YAAAAJ,57217791401,Mohammad Kazemi,University of Isfahan,eng.ui.ac.ir,226,img\Mohammad Kazemi-M0lc59YAAAAJ.jpg
یاسمین,عابدینی,6VGtQgYAAAAJ,57211237450,Yasamin abedini,Professor of educational sciences. University of Isfahan,edu.ui.ac.ir,226,img\Yasamin abedini-6VGtQgYAAAAJ.jpg
سیما,صادقی,6UNKw0cAAAAJ,38961828600,sima sadeghi,Research Assistant  University of Isfahan,fgn.ui.ac.ir,225,img\sima sadeghi-6UNKw0cAAAAJ.jpg
هاشم,پروین,fSOBGboAAAAJ,57203090628,Hashem Parvin,Faculty of Computer Engineering  University of Isfahan  Isfahan  Iran.,eng.ui.ac.ir,225,img\Hashem Parvin-fSOBGboAAAAJ.jpg
عنایت اله,یزدانی,IyOhajsAAAAJ,18539315600,Enayatollah Yazdani,Professor of International Relations  Sun Yat-sen University and University of Isfahan,ase.ui.ac.ir,224,img\Enayatollah Yazdani-IyOhajsAAAAJ.jpg
